RFA(Sample Set ID)/Tag_id|Segment|Station ID|Station Description|Parameter Code|Parameter Description|Greater Than/Less Than|Value|End Date|End Time|End Depth|Start Date|Start Time|Start Depth|Composite Category|Composite Type|Submitting Entity|Collecting Entity|Monitoring Type|Comments
LN31915|1604|15377|LAKE TEXANA NEAR SPILLWAY|00625|NITROGEN, KJELDAHL, TOTAL (MG/L AS N)||0.49|07/14/2015|08:42|0.3||||||LN|LN|RT|
LN33491|1604|15377|LAKE TEXANA NEAR SPILLWAY|00625|NITROGEN, KJELDAHL, TOTAL (MG/L AS N)||0.91|01/11/2017|08:14|0.298||||||LN|LN|RT|
LN34421|1604|15377|LAKE TEXANA NEAR SPILLWAY|00625|NITROGEN, KJELDAHL, TOTAL (MG/L AS N)||0.77|07/10/2018|07:46|0.3||||||LN|LN|RT|
LN34857|1604|15377|LAKE TEXANA NEAR SPILLWAY|00625|NITROGEN, KJELDAHL, TOTAL (MG/L AS N)||0.7|04/10/2019|08:07|0.299||||||LN|LN|RT|
LN33626|1604|15377|LAKE TEXANA NEAR SPILLWAY|00625|NITROGEN, KJELDAHL, TOTAL (MG/L AS N)||0.91|04/19/2017|07:54|0.302||||||LN|LN|RT|
LN33806|1604|15377|LAKE TEXANA NEAR SPILLWAY|00625|NITROGEN, KJELDAHL, TOTAL (MG/L AS N)||1.05|07/19/2017|07:28|0.3||||||LN|LN|RT|
LN33936|1604|15377|LAKE TEXANA NEAR SPILLWAY|00625|NITROGEN, KJELDAHL, TOTAL (MG/L AS N)||0.79|10/18/2017|08:04|0.305||||||LN|LN|RT|
LN35120|1604|15377|LAKE TEXANA NEAR SPILLWAY|00625|NITROGEN, KJELDAHL, TOTAL (MG/L AS N)||0.51|10/03/2019|07:17|0.306||||||LN|LN|RT|
LN30081|1604|15377|LAKE TEXANA NEAR SPILLWAY|00625|NITROGEN, KJELDAHL, TOTAL (MG/L AS N)||0.49|07/17/2012|07:37|0.304||||||LN|LN|RT|
LN32427|1604|15377|LAKE TEXANA NEAR SPILLWAY|00625|NITROGEN, KJELDAHL, TOTAL (MG/L AS N)||1.04|01/20/2016|09:18|0.305||||||LN|LN|RT|
